Y,X1,X2,X3
528735360,776,816,835
1088682,147,23,322
93223200,537,800,217
42315206,197,422,509
340405548,573,866,686
127880640,722,270,656
96209920,608,160,989
133065330,719,995,186
506863104,916,786,704
225813081,373,741,817
109647576,296,711,521
239376060,693,505,684
21725760,61,636,560
533340792,888,779,771
9434880,90,576,182
3009600,38,360,220
10932240,33,404,820
166466272,818,553,368
2039310,498,39,105
37281544,68,587,934
30855328,644,452,106
96056352,696,372,371
178808000,1000,248,721
87516068,799,197,556
94278072,812,222,523
192972024,483,744,537
315542304,952,682,486
7187262,514,59,237
104345544,454,428,537
153000000,625,800,306
156940976,296,751,706
124830710,398,421,745
24577344,66,862,432
36196545,777,55,847
38512556,212,389,467
115336800,240,579,830
51622016,904,166,344
139109810,406,695,493
4786760,473,40,253
189218511,513,513,719
122905728,636,528,366
18238176,99,456,404
58493760,130,688,654
332414880,635,984,532
33888868,548,71,871
68480192,352,407,478
197444520,574,420,819
4307600,178,605,40
58344000,550,120,884
220544280,610,913,396
219787121,311,919,769
2207520,60,252,146
32736704,364,584,154
15933930,995,51,314
393624,71,504,11
221760110,869,338,755
55304325,271,907,225
165311992,766,331,652
4069990,691,38,155
92951374,541,634,271
77774346,471,949,174
16739685,633,129,205
27743040,468,130,456
643880610,765,906,929
33835185,459,641,115
48153224,596,406,199
285908770,947,454,665
75658500,225,989,340
26870660,355,254,298
2463255,171,335,43
55019400,600,107,857
48896160,215,736,309
104227680,680,159,964
374735160,905,639,648
109857296,314,808,433
44753280,110,624,652
395373132,963,602,682
341150400,800,477,894
4191750,810,207,25
2040108,7,596,489
61857576,396,166,941
29998080,630,744,64
345675637,823,797,527
41971614,131,797,402
171245522,577,602,493
3233256,241,312,43
8913564,99,366,246
104965272,831,228,554
4867226,569,47,182
122843430,705,339,514
247780520,809,310,988
139444085,737,395,479
42972832,439,152,644
137456640,480,942,304
14802750,102,645,225
50722212,647,141,556
127634928,694,948,194
312048792,404,846,913
69510420,999,994,70
4839360,355,48,284
94576,8,514,23
407277126,911,459,974
116008626,607,601,318
9869164,29,571,596
19362240,243,240,332
139748796,849,174,946
30264520,962,286,110
44011630,815,871,62
25008360,340,246,299
336803973,759,457,971
191681895,853,633,355
179126556,634,294,961
79039324,482,442,371
296924040,609,956,510
1032444,357,6,482
76829820,614,215,582
58178304,304,432,443
270284028,614,669,658
249704000,364,875,784
143441070,655,969,226
658475400,979,885,760
89888736,784,394,291
199254960,255,876,892
33733502,409,326,253
126444240,948,540,247
92546324,467,962,206
20015424,864,26,891
436273292,533,943,868
119655375,875,577,237
9842958,129,162,471
342835002,914,587,639
43215120,171,468,540
7933464,477,44,378
70542050,142,641,775
12691,37,343,1
81234048,643,329,384
16959141,657,83,311
256705622,398,967,667
2649570,682,259,15
192596800,353,550,992
152661360,465,568,578
10575400,484,475,46
93002497,259,419,857
380297320,845,557,808
70699200,286,824,300
33802307,77,527,833
93692508,884,721,147
30945376,352,661,133
244490400,891,490,560
138372741,221,657,953
783339336,936,933,897
163324254,358,631,723
194158080,795,288,848
4031040,20,221,912
32992960,88,455,824
51928812,214,663,366
223433934,881,983,258
372103416,488,911,837
109088640,856,240,531
14425137,347,447,93
275647680,968,339,840
52360,374,35,4
117450432,334,666,528
47017152,897,234,224
268582776,781,483,712
102816,48,306,7
29434825,497,103,575
6876576,81,758,112
12035176,158,137,556
17161716,73,572,411
37844136,198,673,284
96598375,475,445,457
24594570,78,455,693
188484408,342,729,756
108055680,674,480,334
15919680,368,105,412
186166023,807,661,349
461740944,706,687,952
1750320,13,660,204
22497443,629,47,761
104668826,643,409,398
6129500,100,115,533
32131836,86,459,814
63431700,951,116,575
480000208,802,947,632
86430312,586,306,482
153872070,726,485,437
1868460,660,19,149
311939100,900,389,891
30764783,413,457,163
6263406,369,18,943
34322904,902,126,302
17771040,82,258,840
381247920,580,961,684
285955320,532,874,615
83865080,170,689,716
6656250,710,15,625
55267170,959,255,226
117090720,558,488,430
40942176,352,137,849
220111668,602,366,999
87068800,845,224,460
7523424,519,24,604
55371074,253,314,697
149663745,517,919,315
145255278,417,358,973
69135120,705,216,454
13454616,196,102,673
47455551,143,723,459
37628160,717,160,328
145524600,351,691,600
45673592,214,233,916
257830344,564,699,654
42027072,92,614,744
612183130,685,962,929
24386670,391,330,189
16397350,191,202,425
561600,1,650,864
57977856,108,576,932
70323090,365,591,326
173193470,929,905,206
493396000,692,775,920
62105400,217,675,424
417477324,691,796,759
1545236,692,77,29
254059260,806,395,798
129136896,408,504,628
183177176,287,884,722
28281330,106,539,495
153109032,562,876,311
217265100,663,565,580
123699420,871,180,789
43343937,767,897,63
38031448,238,439,364
306626918,481,841,758
5687500,350,250,65
123715422,711,482,361
868296,23,132,286
30049380,270,687,162
277120400,340,982,830
4989636,153,263,124
43362750,358,475,255
247508604,727,579,588
444903316,893,737,676
12571260,390,454,71
48179264,602,976,82
853632,39,144,152
3530500,250,307,46
81583530,805,133,762
2073776,62,74,452
228013812,468,529,921
307387353,749,663,619
127995210,777,510,323
421120,64,7,940
59592442,623,566,169
159409740,588,295,919
104656968,376,793,351
796634280,969,884,930
19631430,423,182,255
1297296,81,88,182
41778185,401,335,311
332645508,923,846,426
156747376,538,461,632
85019550,357,275,866
98932680,249,616,645
33905844,447,172,441
235731792,272,921,941
75743160,694,340,321
75641109,323,311,753
102699800,545,673,280
75699000,647,1000,117
142781655,311,723,635
77672320,295,374,704
8166400,290,640,44
14454804,366,434,91
5728800,10,868,660
397801800,444,990,905
187019780,599,932,335
98439040,784,730,172
1714020,33,196,265
253985760,908,666,420
150008895,233,855,753
26592048,552,777,62
22201344,438,528,96
58614966,569,873,118
122140488,818,276,541
25909730,322,209,385
16661700,297,60,935
56066780,110,686,743
506730060,695,774,942
232778670,326,905,789
11139015,345,389,83
13075392,451,151,192
33666920,392,89,965
48385740,205,267,884
192263910,446,991,435
498035636,787,932,679
524759040,720,949,768
205409950,926,475,467
22832930,265,643,134
47433528,642,262,282
74815776,888,236,357
13075750,50,965,271
49117184,464,128,827
137889136,542,392,649
6820128,21,796,408
18020886,39,998,463
118790952,483,433,568
137511936,576,694,344
84647052,996,133,639
402821100,605,822,810
35341928,146,292,829
12981444,116,219,511
3755268,319,36,327
9173472,16,714,803
45362044,133,937,364
60342464,112,676,797
395207742,687,766,751
209849360,784,799,335
656523270,787,930,897
70229700,285,555,444
46229270,178,409,635
37505468,493,91,836
62570640,330,548,346
2417376,156,149,104
157408440,365,714,604
2283925,155,35,421
228203976,649,588,598
106453200,420,380,667
132796566,471,822,343
765846276,958,831,962
59217600,676,150,584
9743040,340,72,398
271674572,962,419,674
32117176,314,562,182
48773760,191,380,672
478764,837,286,2
25463568,86,338,876
72967296,876,548,152
120518620,851,194,730
64825776,276,276,851
375099543,929,819,493
26878280,370,143,508
64773198,927,434,161
291019296,772,678,556
62118930,382,555,293
176539122,207,926,921
33601576,817,97,424
6296290,170,481,77
187074,171,547,2
431723061,693,739,843
177310250,613,890,325
94628820,260,807,451
12064000,464,125,208
113619240,452,570,441
79229025,307,925,279
692566,7,518,191
51242688,426,358,336
662321088,946,858,816
11215282,73,247,622
77412720,236,330,994
13215020,371,137,260
4301103,89,543,89
4403646,533,153,54
379952254,913,829,502
262116261,387,919,737
2569644,132,309,63
33063000,535,300,206
6942600,812,15,570
90600840,411,264,835
54258984,452,162,741
7126113,743,23,417
54958722,663,217,382
20605725,49,801,525
10593450,35,885,342
433016000,1000,958,452
6004908,507,188,63
19704320,344,358,160
71006208,508,832,168
170814495,239,899,795
327720300,556,813,725
4485558,219,418,49
96345600,768,325,386
59823000,578,414,250
70083186,246,431,661
47025216,321,448,327
64933128,173,936,401
468231192,594,978,806
35360982,71,802,621
57646000,925,82,760
580199886,966,773,777
74517800,404,527,350
417248052,793,978,538
96617290,847,374,305
65809280,310,856,248
326756430,945,806,429
62479527,583,771,139
77401575,837,411,225
71466472,583,616,199
5589540,941,45,132
151919745,705,229,941
184277184,742,398,624
270006760,964,757,370
1146250,625,131,14
22314272,223,236,424
144386592,478,899,336
78182622,863,719,126
99261432,348,411,694
11488224,172,552,121
600831,63,187,51
14579650,149,103,950
55241200,763,362,200
235289640,472,501,995
21550568,158,244,559
87847851,733,273,439
85058400,427,332,600
108962280,852,203,630
440678880,919,480,999
60607160,305,236,842
69307392,704,112,879
108882237,321,431,787
394761879,593,969,687
93618510,851,114,965
37102032,944,397,99
176808912,644,668,411
216001818,881,514,477
3316137,951,11,317
174353220,870,263,762
5408640,60,96,939
989948,653,379,4
72104490,555,734,177
2660924,226,29,406
89592210,745,786,153
95372208,797,831,144
14316588,103,286,486
49464168,113,732,598
238413729,867,779,353
63358848,432,873,168
5723200,14,511,800
39702240,474,240,349
60180840,541,927,120
5682672,456,186,67
4890820,946,10,517
18703152,206,936,97
90182400,600,154,976
1016832,48,662,32
19028880,214,156,570
74088504,333,548,406
508518,219,258,9
237990432,268,978,908
61856258,73,983,862
391007232,928,684,616
240786000,546,490,900
297787646,617,977,494
212754847,409,827,629
118643980,292,455,893
30038538,642,71,659
33421440,128,515,507
296982720,999,320,929
41728940,67,745,836
72721600,755,112,860
17493192,654,36,743
1316832,348,4,946
829896570,865,978,981
156861500,925,244,695
28339542,66,483,889
364155156,954,563,678
355885200,475,946,792
12104909,149,593,137
87553368,738,532,223
99028680,545,536,339
168002330,898,527,355
17951808,222,532,152
196808388,487,849,476
1337280,398,15,224
2590406,301,26,331
155850438,851,786,233
52183800,547,100,954
2196327,67,669,49
186422544,616,782,387
313988640,966,340,956
85865052,294,478,611
11962566,959,18,693
508150698,809,921,682
74223180,348,295,723
6345080,62,172,595
60291342,647,186,501
47151120,60,892,881
76043892,669,628,181
12229644,123,106,938
6131934,51,691,174
763398,201,633,6
24753888,828,404,74
74353536,387,632,304
182603628,774,659,358
148500,132,375,3
31803720,232,555,247
86912840,476,961,190
6010536,196,57,538
296288070,871,870,391
467678046,627,922,809
39348430,562,737,95
71135451,733,263,369
33124416,368,577,156
417024426,741,659,854
7726992,104,427,174
127559894,847,586,257
50802048,264,844,228
264246927,551,557,861
3130890,714,5,877
960750,427,15,150
286519464,462,966,642
23400,10,65,36
40433865,691,235,249
679318800,906,815,920
193004396,377,524,977
90823552,487,376,496
72335907,133,679,801
77034650,425,749,242
3265782,13,843,298
154158220,916,347,485
54031680,576,257,365
169312000,832,275,740
113372544,164,912,758
612416304,839,822,888
110558448,826,396,338
304156398,949,587,546
120428451,481,891,281
402744,173,582,4
117017865,243,685,703
328777020,689,482,990
77264660,283,748,365
196578928,623,481,656
473365620,819,855,676
80245074,177,611,742
33491516,167,554,362
375408000,528,900,790
48027264,181,384,691
7604100,852,425,21
107662240,991,679,160
222139761,591,409,919
9394710,663,109,130
16918720,364,70,664
97352238,347,321,874
3999600,24,303,550
403393320,989,824,495
22340500,491,700,65
7596550,845,62,145
218970716,863,277,916
245087370,297,865,954
13243656,313,492,86
40143946,269,899,166
564372732,868,969,671
14403375,875,31,531
3845600,19,440,460
49988016,989,208,243
15656004,189,156,531
362339520,740,808,606
6823596,806,17,498
424667373,993,871,491
32818240,49,805,832
24009600,488,200,246
28571067,721,259,153
9260878,367,407,62
28285686,429,594,111
113323848,671,908,186
172289760,444,436,890
295250634,562,807,651
456304961,733,787,791
171224816,392,493,886
38014200,862,50,882
22616250,489,74,625
26333528,299,404,218
157318146,879,549,326
474912,48,291,34
172889208,309,684,818
227792058,554,811,507
333211200,987,800,422
87575175,885,733,135
23365056,962,66,368
395671760,506,865,904
170530008,248,933,737
234977600,395,832,715
10258380,165,66,942
12683730,239,183,290
63837000,820,150,519
29096520,510,68,839
5915430,218,201,135
9604738,86,121,923
789681960,918,885,972
4977000,180,158,175
173468400,386,525,856
58550272,452,253,512
235243008,918,572,448
99853047,259,393,981
15657120,655,24,996
50216660,845,83,716
363983800,808,925,487
655316064,914,766,936
5291520,240,208,106
80113176,502,558,286
426526210,685,913,682
67166385,905,143,519
93078720,144,756,855
31668516,108,671,437
154386000,953,450,360
72518039,799,223,407
554446464,878,759,832
100174298,721,254,547
25831104,208,474,262
12138896,413,668,44
53632212,404,411,323
61236000,864,945,75
27566784,688,318,126
161606544,349,528,877
10487640,291,85,424
363259080,810,587,764
109011140,238,562,815
127395528,866,943,156
164720820,636,935,277
746950743,969,987,781
80622660,466,474,365
48657532,239,661,308
84138156,626,393,342
9816400,97,440,230
119908096,616,869,224
15126272,322,367,128
156105144,702,852,261
5275848,193,34,804
211733035,577,929,395
13835484,221,111,564
241816880,881,584,470
247193628,626,579,682
415511096,979,572,742
105311940,391,804,335
60955154,163,494,757
173235502,461,638,589
118140588,618,211,906
2766400,560,65,76
79002000,154,855,600
52556526,678,783,99
242667360,696,780,447
158959548,627,444,571
145698399,831,231,759
231726495,897,671,385
18625890,797,779,30
117768840,157,893,840
42923520,243,920,192
83071560,715,564,206
1111080,30,47,788
160110720,448,722,495
7089810,49,795,182
266234688,648,646,636
1374948,261,6,878
416198496,777,608,881
196602924,938,579,362
82836600,652,462,275
208546446,947,762,289
15174540,102,290,513
86167584,783,304,362
7621040,439,35,496
72098796,471,154,994
633749130,915,966,717
158658816,912,332,524
16135686,918,31,567
173759040,408,468,910
156394260,233,678,990
7774056,186,129,324
267787520,728,836,440
73284912,412,972,183
146295060,570,362,709
304889620,518,710,829
444613147,997,781,571
99398824,229,644,674
416055960,578,930,774
113536472,998,476,239
50648832,456,416,267
297881430,847,617,570
156809272,542,604,479
8561770,173,70,707
25076480,110,832,274
68053744,866,94,836
594212193,599,993,999
105483168,978,336,321
17170400,130,508,260
21460712,287,104,719
36302032,424,481,178
28730864,404,92,773
22659650,923,491,50
291991140,524,915,609
501444472,619,929,872
89562000,920,330,295
153117216,378,776,522
7958528,134,232,256
152938500,550,403,690
77749035,455,237,721
1467975,115,69,185
188485024,766,364,676
61209792,224,646,423
330149250,590,829,675
37053534,266,177,787
38371410,231,210,791
217026960,240,907,997
285113088,624,912,501
38004600,776,653,75
97814565,855,491,233
260694252,527,604,819
61821144,126,756,649
104766606,441,239,994
96364296,326,918,322
307166996,761,452,893
24165468,522,586,79
319613502,597,767,698
109040028,226,829,582
7579440,726,45,232
158301000,615,390,660
4990410,915,54,101
32211270,65,513,966
166127500,275,700,863
121523193,737,279,591
131406000,724,605,300
182348955,235,991,783
21013632,666,544,58
309817872,639,936,518
514800,18,520,55
248892800,320,806,965
1374560,355,968,4
113857020,710,906,177
36678600,355,738,140
33379954,487,86,797
321216300,900,439,813
9764632,283,227,152
1478880,180,52,158
17133900,199,574,150
450086175,939,913,525
419801540,596,895,787
132783990,895,626,237
127121874,993,529,242
120495804,473,897,284
3046524,59,78,662
337973376,474,832,857
53333532,948,57,987
581617554,854,791,861
15522522,298,291,179
65958212,508,157,827
22435654,523,482,89
26472264,442,868,69
66979652,179,556,673
369447095,515,853,841
2662080,752,590,6
1098048,76,516,28
28401609,241,489,241
68924340,237,393,740
36693636,532,249,277
25237750,250,157,643
9994104,106,582,162
21513800,275,88,889
85061418,338,563,447
5749096,436,38,347
286556160,704,640,636
117052920,380,654,471
884000,34,26,1000
44224768,928,74,644
144767012,694,226,923
87751440,757,180,644
124924100,997,175,716
74636800,980,340,224
476408527,833,589,971
38693176,943,184,223
56262990,885,266,239
27906900,582,175,274
179851413,301,769,777
100390400,880,713,160
51381792,616,331,252
167161050,722,735,315
46300030,977,70,677
699325466,826,961,881
70046570,251,946,295
12526290,35,674,531
8198570,265,998,31
12123167,797,287,53
211153716,426,822,603
203094144,992,564,363
358122060,530,873,774
176994650,595,755,394
38139750,414,335,275
33894497,413,107,767
16133850,135,629,190
30041344,491,478,128
20989540,41,895,572
100990400,889,400,284
399662640,516,780,993
160647888,361,762,584
185413120,752,335,736
46932090,114,685,601
4780128,202,204,116
29570384,461,152,422
4246920,502,30,282
23496480,720,441,74
276966945,885,603,519
196555128,517,434,876
191111025,575,931,357
2941000,680,865,5
164194750,205,965,830
14731255,461,581,55
207320139,577,747,481
274236249,431,739,861
283185000,875,580,558
19114407,213,767,117
142861000,475,515,584
46894770,195,298,807
11217600,164,240,285
36699264,492,444,168
97997020,214,905,506
55931040,990,428,132
153986448,671,683,336
115736736,529,516,424
9702696,24,773,523
8306122,554,29,517
37455066,726,87,593
4990139,229,283,77
28084472,236,299,398
34625976,246,914,154
281386995,597,881,535
565019532,951,643,924
50948370,198,971,265
195473040,420,758,614
88550784,834,316,336
301669725,581,903,575
63839700,300,797,267
41934024,954,814,54
18610449,141,923,143
41442192,153,528,513
114132900,690,278,595
518993712,828,898,698
36008286,86,699,599
11281982,131,578,149
118767360,160,942,788
198087120,567,397,880
208950840,405,518,996
108439695,679,455,351
144933360,618,533,440
396846600,745,690,772
48817285,479,545,187
42018424,404,119,874
28406679,161,309,571
221402820,444,905,551
285286848,839,448,759
4298931,181,29,819
148284656,899,244,676
421405332,636,817,811
142902234,501,347,822
87301201,887,871,113
20517000,75,280,977
496177844,796,629,991
5885880,343,520,33
156520308,822,469,406
253921140,998,495,514
32584461,177,221,833
65287908,356,213,861
610174460,854,865,826
7056708,134,67,786
26671068,87,708,433
111755280,731,735,208
121799016,408,659,453
27650130,895,271,114
46785536,112,976,428
118728000,360,340,970
271037340,378,771,930
373623840,540,762,908
40625340,985,982,42
25183620,330,138,553
109228104,929,184,639
64133622,238,379,711
149427936,252,744,797
8357440,410,637,32
1445004,99,89,164
10419084,26,738,543
205993746,441,613,762
8563424,214,82,488
1752180,114,265,58
101676900,899,150,754
10204368,304,167,201
205695520,710,953,304
193989040,284,980,697
193574304,392,638,774
2470608,252,76,129
29198052,89,701,468
122534230,455,722,373
371653920,792,990,474
134777088,204,666,992
504873,207,271,9
13543200,528,27,950
52258263,933,709,79
59850992,326,866,212
145259016,714,362,562
277087560,940,673,438
367007550,835,637,690
80211978,462,303,573
115012248,821,898,156
266296276,619,524,821
154494795,805,247,777
36472590,277,770,171
269696196,693,791,492
164440179,667,397,621
142259502,357,649,614
65080225,437,175,851
133252548,418,402,793
7846494,226,71,489
126438380,670,314,601
20727000,500,147,282
182418900,716,395,645
38223918,927,778,53
344227968,486,868,816
146857900,287,700,731
41386488,186,389,572
6993380,460,661,23
16483824,189,632,138
40567696,134,533,568
20628744,107,554,348
177754020,894,674,295
2563353,201,39,327
90575840,151,920,652
400755456,619,768,843
477353280,890,592,906
150684668,646,446,523
219790800,752,433,675
159866868,723,596,371
290016,318,152,6
29885856,104,924,311
264189864,683,426,908
289049280,480,689,874
16226613,419,39,993
176371500,500,921,383
89694990,258,645,539
41753985,543,91,845
86604238,302,577,497
4342399,503,89,97
33202020,516,85,757
197169984,506,902,432
74896380,611,135,908
257249146,362,847,839
15833447,541,791,37
54175176,906,302,198
6958848,656,17,624
180345282,491,831,442
601666256,842,716,998
163853752,541,578,524
203199234,717,653,434
9825000,250,50,786
56373000,750,817,92
72233595,861,141,595
172524160,785,544,404
8609084,362,253,94
52442280,902,510,114
9206925,19,497,975
217604360,470,818,566
27825238,499,98,569
4697800,40,283,415
79140600,330,571,420
37121994,917,519,78
70416640,542,140,928
51602616,391,564,234
2279081,103,29,763
427153944,554,822,938
200716320,744,658,410
39968500,946,325,130
124123725,687,825,219
199929600,540,832,445
101394484,482,214,983
185937420,285,844,773
108696720,627,880,197
80961738,762,143,743
17257479,137,199,633
5247644,103,94,542
207778688,488,712,598
187979900,422,755,590
134482665,615,323,677
182457090,762,765,313
674075160,748,930,969
96090624,512,189,993
2480608,134,26,712
122717190,230,879,607
56316435,397,147,965
81275400,300,783,346
134555940,519,435,596
63693135,255,319,783
107811000,594,242,750
212409600,640,851,390
12366000,458,250,108
160999720,811,280,709
449041250,730,665,925
183951405,495,471,789
6686307,621,97,111
244517526,857,786,363
6490432,377,64,269
78296400,260,315,956
25339968,738,592,58
64971450,135,745,646
13022100,54,742,325
255300903,837,869,351
1881802,13,314,461
2599298,26,389,257
155623110,471,470,703
22425975,255,205,429
46779444,684,149,459
42294996,281,452,333
73498764,347,228,929
66704154,139,726,661
3257664,47,722,96
78432498,963,422,193
29572884,341,132,657
302144960,832,755,481
319585230,971,414,795
23045372,116,707,281
105149800,475,826,268
504682920,964,945,554
85270230,711,179,670
38364368,212,281,644
509428500,717,980,725
1207458,518,3,777
1166880,715,34,48
481560660,945,764,667
8013500,940,775,11
94784792,136,709,983
308798490,455,858,791
120000496,308,758,514
58841820,305,207,932
55036827,243,773,293
116276040,460,558,453
455129600,592,961,800
10410372,28,379,981
37576305,351,195,549
31278114,251,483,258
551275500,874,841,750
190540224,441,628,688
965200,254,8,475
153772500,707,348,625
37950336,158,432,556
907137,153,847,7
27254752,866,281,112
546825360,955,632,906
30084000,300,460,218
2938962,82,39,919
21950976,461,248,192
9560320,80,616,194
70297500,625,182,618
96221275,493,925,211
114036000,1000,172,663
123515343,963,511,251
100091992,364,319,862
40182780,569,321,220
26124256,548,808,59
2737152,99,192,144
179611674,898,627,319
75317088,886,368,231
98758440,408,495,489
139457032,286,556,877
432804762,666,877,741
17784480,632,335,84
180908340,345,674,778
250788384,616,526,774
34956992,392,142,628
6096960,438,290,48
314164305,963,455,717
274097670,506,737,735
250853736,983,744,343
64341770,821,85,922
53431200,905,480,123
27167830,670,989,41
414000,125,12,276
79175470,817,110,881
89112584,418,478,446
61452160,946,812,80
149465904,952,382,411
516698676,794,702,927
214114329,477,803,559
116876340,654,518,345
24155232,969,32,779
99656520,228,545,802
132965055,295,549,821
381023856,951,982,408
106867200,345,512,605
4451136,776,12,478
149834701,887,673,251
136244640,736,861,215
5483520,360,64,238
386780625,987,825,475
2307240,174,65,204
7534080,218,256,135
40794760,668,394,155
87934275,911,715,135
23093667,541,93,459
7963584,74,456,236
50602680,655,111,696
128333700,745,330,522
136068000,580,460,510
6413904,808,21,378
335507109,421,831,959
225827524,884,383,667
78997776,156,677,748
37963800,828,655,70
97509824,712,323,424
43886264,107,614,668
41879040,480,574,152
31167500,250,137,910
157538752,593,448,593
375236232,762,818,602
2598966,183,526,27
499848750,849,750,785
282914632,539,721,728
170514916,286,598,997
79910152,679,313,376
133317900,906,225,654
22707580,98,799,290
91331460,239,386,990
49127281,961,67,763
85819140,990,89,974
8190750,815,25,402
27797850,698,59,675
36640384,982,352,106
1880928,311,288,21
607171180,865,742,946
97591200,200,777,628
354715956,402,987,894
4819584,163,448,66
203886220,860,383,619
668311344,808,954,867
188448624,394,876,546
36600768,718,531,96
92915710,401,986,235
49890672,919,72,754
52065174,681,86,889
450981396,818,843,654
164848320,765,364,592
149877360,412,846,430
44076942,819,142,379
210603150,961,225,974
54852200,949,289,200
1523262,13,118,993
76236930,579,798,165
18323550,735,90,277
358772630,551,745,874
159955272,501,502,636
63444638,566,569,197
26403426,807,266,123
70340256,943,222,336
57035132,562,154,659
939546,9,822,127
232828600,310,940,799
170171904,896,294,646
24218480,580,143,292
255340544,512,772,646
84622923,187,653,693
46558512,264,182,969
145351338,489,458,649
370687980,695,676,789
231104016,936,522,473
44475750,599,275,270
647640,14,257,180
25236680,193,934,140
610500000,1000,660,925
83439064,218,412,929
94683600,797,165,720
13523352,222,314,194
90361920,129,880,796
314944960,704,683,655
68864320,433,994,160
50912214,771,274,241
360691500,530,698,975
396380880,885,602,744
120130296,284,858,493
7827300,100,117,669
9706554,419,702,33
3917214,18,723,301
2591886,33,454,173
107199330,401,335,798
487433910,955,662,771
5968032,332,214,84
161703125,625,395,655
71548920,270,612,433
90136440,296,335,909
2306238,6,421,913
26854464,742,232,156
8948544,608,22,669
69688620,181,690,558
86078304,554,624,249
4721003,71,161,413
90971400,654,535,260
162522360,195,902,924
31916388,469,642,106
476802530,779,970,631
186983370,410,513,889
188452360,565,482,692
216765696,896,661,366
94829000,589,250,644
88313889,939,163,577
234089190,394,729,815
286672000,410,800,874
217012110,794,399,685
29136960,48,906,670
679941600,992,741,925
22132992,84,358,736
46850650,175,283,946
41433080,872,559,85
3931200,192,175,117
74632272,913,312,262
127669848,634,346,582
83562752,728,272,422
65054880,999,220,296
31323132,548,73,783
143400192,424,416,813
75420855,249,795,381
27464576,92,491,608
29376204,106,429,646
6230976,48,166,782
572438460,717,836,955
10562010,930,277,41
156213918,939,699,238
196781403,623,507,623
97659600,120,970,839
9341982,481,83,234
819432,599,456,3
266665230,410,981,663
8913180,15,997,596
17483872,712,28,877
297229482,717,571,726
19825434,967,306,67
541779700,770,991,710
2809964,124,527,43
115130400,490,712,330
282112,8,58,608
36235584,627,192,301
66488880,464,205,699
14392818,463,33,942
170060730,755,434,519
25437204,156,481,339
3332535,87,815,47
44695732,202,634,349
46178116,277,284,587
6888672,603,336,34
12377695,499,55,451
21938202,947,39,594
119412000,1000,963,124
282378720,472,767,780
712656,707,144,7
90634446,393,867,266
548697374,953,958,601
51121155,257,447,445
196125600,253,950,816
339720000,600,950,596
41333760,468,736,120
18138690,387,218,215
146329128,638,828,277
167055486,897,551,338
16364700,660,171,145
149930920,241,755,824
17250420,590,66,443
487525176,681,732,978
43532406,123,366,967
314977360,964,620,527
139473984,519,832,323
236626944,788,368,816
212063808,984,869,248
158542965,259,915,669
252109880,470,668,803
4565792,476,88,109
340748076,771,706,626
6021400,644,187,50
181697768,289,824,763
133712640,584,848,270
301294200,769,600,653
175117068,252,997,697
234852816,506,932,498
5771487,271,31,687
27733860,290,506,189
209589912,516,798,509
30863952,112,603,457
42511392,176,497,486
204236640,540,459,824
156604465,883,449,395
3073896,856,513,7
220135300,791,550,506
9955200,915,544,20
5272800,169,75,416
160252188,911,411,428
30779658,817,897,42
358717200,943,951,400
3748785,491,509,15
116023440,130,984,907
108562068,153,991,716
78072216,313,456,547
353893292,823,772,557
248528088,911,421,648
677201800,760,953,935
20263950,919,25,882
375434912,692,584,929
235892260,439,670,802
92548988,569,259,628
66354444,501,283,468
38711024,292,506,262
254172724,953,892,299
46034919,999,227,203
473577280,730,836,776
145728,1,396,368
42871896,984,47,927
12255950,485,266,95
217618506,983,294,753
331875824,652,686,742
80109000,750,129,828
330222780,716,831,555
253950870,463,705,778
511935640,860,811,734
627174240,852,956,770
12803848,116,241,458
113497650,959,263,450
4713114,161,42,697
165566912,367,532,848
4395300,115,780,49
28554760,617,356,130
248535742,961,377,686
204257284,898,539,422
436240944,573,933,816
108323250,175,705,878
123068400,600,343,598
18415080,459,170,236
20381385,257,255,311
77634612,318,594,411
45788160,542,352,240
88583040,676,224,585
1809280,176,40,257
5170176,144,374,96
4949100,270,235,78
114054720,741,740,208
641162265,823,835,933
63486500,679,340,275
173347020,594,385,758
125367588,843,162,918
59234112,236,432,581
19475024,37,982,536
6109024,232,58,454
448641470,914,635,773
249913251,743,399,843
291692016,924,444,711
16764384,798,26,808
6984432,656,169,63
20452768,524,136,287
1233024,16,152,507
12871980,180,591,121
197980174,887,749,298
192633777,971,423,469
258093000,660,495,790
37459072,224,431,388
55925755,373,955,157
114593940,918,285,438
145521376,968,767,196
45476652,247,687,268
38994549,561,89,781
58813672,613,716,134
2183988,193,46,246
5936112,336,151,117
16112844,27,822,726
12571200,97,810,160
180588450,595,453,670
211701384,216,989,991
70546050,703,225,446
110909424,634,197,888
211808870,637,811,410
78485220,165,876,543
128292432,472,534,509
204175748,503,931,436
51746006,806,589,109
47052740,266,266,665
86864240,568,205,746
599332734,899,819,814
3392454,366,299,31
8890596,286,33,942
23041120,340,788,86
34840368,648,261,206
64490700,681,947,100
26847480,60,473,946
278611125,975,335,853
191609550,675,782,363
109324800,657,208,800
12525240,962,15,868
68126058,154,597,741
49416988,106,514,907
8275050,21,710,555
788123125,985,925,865
302669238,934,991,327
316776980,442,962,745
20742642,342,69,879
64968672,678,226,424
260434384,724,406,886
40797180,79,684,755
172257344,784,931,236
227766000,406,600,935
1596000,570,560,5
73661877,151,809,603
1556208,404,963,4
78974504,379,427,488
